Rating|id|Short-Info|Purpose|More-Info
1|6667|Dodecylhexadecanol is a branched alcohol.|emulsion stabilizer, skin-conditioning agent - emollient, emollient, emulsion stabilising, and skin conditioning|https://www.ewg.org/skindeep/ingredients/718830-DODECYLHEXADECANOL/
1|6668|Eriobotrya Japonica Extract is an extract of the fruit and leaves of the loquat, Eriobotryajaponica.|not reported, skin conditioning, and tonic|https://www.ewg.org/skindeep/ingredients/718913-ERIOBOTRYA_JAPONICA_EXTRACT/
1|6669|||https://www.ewg.org/skindeep/ingredients/719166-GAULTHERIA_PROCUMBENS/
1|6670|Glycol Oleate is an ester of ethylene glycol and oleic acid.|emulsion stabilizer, skin-conditioning agent - emollient, antistatic, emollient, emulsifying, and skin conditioning|https://www.ewg.org/skindeep/ingredients/719324-GLYCOL_OLEATE/
1|6671|Hippophae Rhamnoides Kernel Extract is an extract of the kernels of the seabuckthorn, Hippophae rhamnoides.|not reported|https://www.ewg.org/skindeep/ingredients/719514-HIPPOPHAE_RHAMNOIDES_KERNEL_EXTRACT/
3.0|6672|Hydroxyethyl-2-Nitro-p-Toluidine is a substituted aromatic amine.|hair colorant and hair dyeing|https://www.ewg.org/skindeep/ingredients/719779-HYDROXYETHYL2NITROPTOLUIDINE/
1|6673|Iris Versicolor Extract is an extract of the blue flag, Iris versicolor.|not reported, emollient, masking, and tonic|https://www.ewg.org/skindeep/ingredients/719885-IRIS_VERSICOLOR_EXTRACT/
1|6674|Lithothamnium Calcarum Extract is an extract of the red alga, Lithothamnium calcarum.|not reported|https://www.ewg.org/skindeep/ingredients/720389-LITHOTHAMNIUM_CALCARUM_EXTRACT/
1|6675||skin-conditioning agent - miscellaneous and skin conditioning|https://www.ewg.org/skindeep/ingredients/720430-MADECASSIC_ACID/
1|6676|Mirabilis Jalapa Extract is an extract of the aerial parts of Mirabilis jalapa.|skin-conditioning agent - miscellaneous and skin conditioning|https://www.ewg.org/skindeep/ingredients/720748-MIRABILIS_JALAPA_EXTRACT_MIRABILIS_JALAPA_EXTRACT/
1|6677|Oldenlandia Diffusa Extract is an extract of the whole plant Oldenlandia diffusa.|skin-conditioning agent - miscellaneous and skin conditioning|https://www.ewg.org/skindeep/ingredients/721073-OLDENLANDIA_DIFFUSA_EXTRACT/
2.0|6678|PEG-20 Glyceryl Isostearate is a polyethylene glycol ether of Glyceryl Isostearate (q.v.).|surfactant - emulsifying agent, surfactant - solubilizing agent, and surfactant|https://www.ewg.org/skindeep/ingredients/721546-PEG20_GLYCERYL_ISOSTEARATE/
1|6679|Pinus Pumilio Bark Extract is an extract of the bark of the Pine, Pinus pumilio.|not reported and tonic|https://www.ewg.org/skindeep/ingredients/722259-PINUS_PUMILIO_BARK_EXTRACT/
1.5|6680|Pinus Sylvestris Bark Extract is an extract of the bark of Pinus sylvestris.|not reported and tonic|https://www.ewg.org/skindeep/ingredients/722264-PINUS_SYLVESTRIS_SCOTS_PINE_BARK_EXTRACT/
1|6681|Polyglyceryl-5 Trioleate is a triester of oleic acid and Polyglycerin-5 (q.v.).|skin-conditioning agent - emollient, surfactant - emulsifying agent, and emulsifying|https://www.ewg.org/skindeep/ingredients/722510-POLYGLYCERYL5_TRIOLEATE/
2.0|6682|Polysorbate 81 is a mixture of oleate esters of sorbitol and sorbitol anhydrides, consistingpredominantly of the monoester, condensed with approximately 5 moles of ethylene oxide.|fragrance ingredient and surfactant - emulsifying agent|https://www.ewg.org/skindeep/ingredients/722619-POLYSORBATE_81/
1|6683|Propionic Acid is an organic acid.|cosmetic biocide, fragrance ingredient, ph adjuster, and preservative|https://www.ewg.org/skindeep/ingredients/723044-PROPIONIC_ACID/
1|6684|Propylene Glycol Oleate is an ester of propylene glycol and oleic acid.|skin-conditioning agent - emollient, surfactant - emulsifying agent, skin conditioning, and surfactant|https://www.ewg.org/skindeep/ingredients/723078-PROPYLENE_GLYCOL_OLEATE/
1|6685|Quassia Amara Wood Extract is an extract of the wood of Quassia amara.|not reported, denaturant, skin conditioning, and tonic|https://www.ewg.org/skindeep/ingredients/723190-QUASSIA_AMARA_WOOD_EXTRACT/
1|6686|Rheum Palmatum Extract is an extract of the stalks or roots of rhubarb, Rheum palmatum.|not reported, astringent, skin conditioning, and tonic|https://www.ewg.org/skindeep/ingredients/723267-RHEUM_PALMATUM_EXTRACT/
1.5|6687|Sodium Laureth-4 Phosphate is a sodium salt of a complex mixture of phosphate esters ofLaureth-4 (q.v.).|surfactant - emulsifying agent|https://www.ewg.org/skindeep/ingredients/723789-SODIUM_LAURETH4_PHOSPHATE/
1|6688|Sodium Lauroyl Silk Amino Acids is a sodium salt of the condensation product of lauric acidchloride and Silk Amino Acids (q.v.).|hair conditioning agent, skin-conditioning agent - miscellaneous, surfactant - cleansingagent, antistatic, cleansing, hair conditioning, skin conditioning, and surfactant|https://www.ewg.org/skindeep/ingredients/723805-SODIUM_LAUROYL_SILK_AMINO_ACIDS/
2.0|6689|Triisostearin PEG-6 Esters is a complex mixture formed from the transesterification ofTriisostearin (q.v.) and PEG-6 (q.v.).|skin-conditioning agent - emollient, surfactant - emulsifying agent, emollient, skin conditioning, and surfactant|https://www.ewg.org/skindeep/ingredients/724654-TRIISOSTEARIN_PEG6_ESTERS/
1|6690|Zanthoxylum Zanthoxyloides Bark Extract is an extract of the bark of Zanthoxylumzanthoxyloides.|not reported and skin conditioning|https://www.ewg.org/skindeep/ingredients/724905-ZANTHOXYLUM_ZANTHOXYLOIDES_BARK_EXTRACT/
1|6691|||https://www.ewg.org/skindeep/ingredients/726144-VANILLA_FLOWER_EXTRACT/
1|6692|||https://www.ewg.org/skindeep/ingredients/726271-SODIUM_ACRYLATE/
1|6693|||https://www.ewg.org/skindeep/ingredients/726430-JUGLANS_REGIA_PERSIAN_WALNUT_EXTRACT/
1|6694||perfuming|https://www.ewg.org/skindeep/ingredients/726886-CITROL/
1.5|6695||perfuming|https://www.ewg.org/skindeep/ingredients/727144-CINNAMOMUM_CAMPHORA_LINALOOLIFERUM_LEAF_OIL/
1|6696||perfuming|https://www.ewg.org/skindeep/ingredients/727745-MELALEUCA_CAJUPUTI_LEUCADENDRON_LEAF_OIL/
1|6697||emollient and skin conditioning|https://www.ewg.org/skindeep/ingredients/728990-ARAUCARIA_ARAUCANA_SEED_EXTRACT/
1|6698||emollient, hair conditioning, skin conditioning, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/729029-BISISOSTEARYL_DIMER_DILINOLEYL_DIMER_DILINOLEATE/
1|6699||skin conditioning|https://www.ewg.org/skindeep/ingredients/729540-PALMITOYL_PINE_BARK_EXTRACT/
1|6700||film forming|https://www.ewg.org/skindeep/ingredients/729837-POLYACRYLATE17/
1|6701||masking|https://www.ewg.org/skindeep/ingredients/730135-PICEA_GLAUCA_LEAF_EXTRACT/
1|6702|||https://www.ewg.org/skindeep/ingredients/733199-PIVALIC_ACID/
1|6703|||https://www.ewg.org/skindeep/ingredients/738665-1HEXADECENE/
1|6704|||https://www.ewg.org/skindeep/ingredients/861435-Oxacyclohexadecen2one/
1|6705|||https://www.ewg.org/skindeep/ingredients/861835-CANDELILLAJOJOBARICE_BRAN_POLYGLYCERYL3_ESTERS/
